City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Dikson,RU,2021-09-26 13:33:50,73.5069,80.5464,36.68,81,100,20.27
292,Norfolk,US,2021-09-26 13:33:39,42.1668,-71.2495,66.6,91,75,1.01
293,Sitka,US,2021-09-26 13:33:10,57.0531,-135.33,42.69,87,75,0.0
294,Luau,AO,2021-09-26 13:33:50,-10.7073,22.2247,91.87,17,52,4.45
295,Cassilandia,BR,2021-09-26 13:33:51,-19.1133,-51.7342,98.83,20,4,7.67
296,Fukue,JP,2021-09-26 13:33:51,32.6881,128.8419,74.8,81,80,22.03
297,Juneau,US,2021-09-26 13:33:00,58.3019,-134.4197,43.11,95,75,0.0
298,Nelson Bay,AU,2021-09-26 13:33:52,-32.7167,152.15,55.96,75,10,10.13
299,Olafsvik,IS,2021-09-26 13:33:52,64.8945,-23.7142,41.13,90,100,40.04
300,Hammerfest,NO,2021-09-26 13:33:53,70.6634,23.6821,48.65,61,0,13.8
301,Montgomery,US,2021-09-26 13:30:13,39.1501,-77.1997,64.27,83,1,4.0
302,Conceicao Do Araguaia,BR,2021-09-26 13:33:53,-8.2578,-49.2647,95.34,30,51,10.18
303,Ginda,IN,2021-09-26 13:33:54,30.6945,78.4932,63.39,94,16,2.33
304,Namwala,ZM,2021-09-26 13:33:54,-15.7504,26.4384,91.51,12,4,4.52
305,Morogoro,TZ,2021-09-26 13:33:55,-6.8167,37.6667,87.85,27,21,7.74
306,Narrabri,AU,2021-09-26 13:33:55,-30.3167,149.7833,53.69,66,0,12.66
307,Igarka,RU,2021-09-26 13:33:55,67.4667,86.5833,35.85,75,94,6.55
308,Fershampenuaz,RU,2021-09-26 13:33:56,53.5202,59.8117,53.38,37,100,20.2
309,Omsukchan,RU,2021-09-26 13:33:56,62.5333,155.8,25.63,91,18,4.45
310,Mitu,CO,2021-09-26 13:30:00,1.1983,-70.1733,76.93,82,99,2.48
311,Aberdeen,GB,2021-09-26 13:30:21,57.1437,-2.0981,68.2,78,40,14.97
312,Larap,PH,2021-09-26 13:33:57,14.299,122.6504,79.74,91,84,4.65
313,Likasi,CD,2021-09-26 13:33:57,-10.9814,26.7333,88.43,16,79,4.59
314,Valdivia,CL,2021-09-26 13:33:58,-39.8142,-73.2459,39.29,62,51,4.52
315,Taoudenni,ML,2021-09-26 13:33:58,22.6783,-3.9836,109.89,5,5,19.42
316,Sioux Lookout,CA,2021-09-26 13:31:52,50.1001,-91.917,44.98,100,40,0.0
317,Hue,VN,2021-09-26 13:33:59,16.4667,107.6,80.71,89,20,4.61
318,Neuquen,AR,2021-09-26 13:29:18,-38.9516,-68.0591,49.89,40,0,4.61
319,Tornio,FI,2021-09-26 13:33:59,65.8481,24.1466,48.22,81,93,10.38
320,Kinablangan,PH,2021-09-26 13:33:59,7.6947,126.5503,78.58,87,98,5.21
321,Boa Vista,BR,2021-09-26 13:34:00,2.8197,-60.6733,82.38,65,20,3.44
322,Jalu,LY,2021-09-26 13:34:00,29.0331,21.5482,86.22,24,0,11.03
323,Benin,BJ,2021-09-26 13:34:01,9.5,2.25,88.16,55,26,4.68
324,Vigrestad,NO,2021-09-26 13:34:01,58.5667,5.7,63.59,83,100,23.06
325,Vestmannaeyjar,IS,2021-09-26 13:34:01,63.4427,-20.2734,41.99,87,90,5.75
326,Gazli,UZ,2021-09-26 13:34:02,40.1333,63.45,84.76,23,0,14.74
327,Gwanda,ZW,2021-09-26 13:34:02,-20.9333,29.0,88.32,10,0,11.88
328,Steamboat Springs,US,2021-09-26 13:33:11,40.485,-106.8317,56.7,55,1,0.0
329,Gimli,CA,2021-09-26 13:34:03,50.6336,-96.9907,53.06,71,29,3.44
330,Loiza,PR,2021-09-26 13:34:03,18.4313,-65.8802,87.96,75,40,6.91
331,Severka,RU,2021-09-26 13:34:03,56.8688,60.3015,44.04,54,100,12.33
332,Tefe,BR,2021-09-26 13:34:04,-3.3542,-64.7114,80.71,89,40,3.76
333,Usogorsk,RU,2021-09-26 13:34:04,63.4106,48.6872,44.08,95,100,7.36
334,Panguna,PG,2021-09-26 13:34:05,-6.3164,155.4848,67.84,96,54,1.81
335,Srednekolymsk,RU,2021-09-26 13:34:05,67.45,153.6833,32.72,97,100,17.13
336,Matamoros,MX,2021-09-26 13:30:00,25.5333,-103.25,69.91,60,20,0.0
337,Ercis,TR,2021-09-26 13:34:06,39.0287,43.3586,62.2,25,0,6.82
338,Fairmount,US,2021-09-26 13:34:06,43.0473,-76.2385,61.72,75,20,5.01
339,Payson,US,2021-09-26 13:31:53,40.0444,-111.7321,65.79,48,1,4.0
340,Leninskiy,RU,2021-09-26 13:34:07,54.2781,37.4558,48.6,84,98,16.11
341,Palmer,US,2021-09-26 13:34:07,42.1584,-72.3287,66.38,73,20,1.01
342,Leh,IN,2021-09-26 13:34:08,34.1667,77.5833,60.55,22,0,6.4
343,Orbetello,IT,2021-09-26 13:34:08,42.4408,11.2196,88.23,100,90,17.27
344,Las Vegas,US,2021-09-26 13:34:08,36.175,-115.1372,76.78,44,1,8.05
345,Andenes,NO,2021-09-26 13:34:09,69.3143,16.1194,50.07,87,75,20.71
346,Central Point,US,2021-09-26 13:34:09,42.376,-122.9164,54.3,72,1,4.61
347,Locri,IT,2021-09-26 13:34:10,38.2414,16.2623,87.31,75,43,7.43
348,Mareeba,AU,2021-09-26 13:34:10,-17.0,145.4333,68.72,93,53,2.53
349,Krugersdorp,ZA,2021-09-26 13:34:10,-26.0858,27.7752,89.53,19,2,3.04
350,San Patricio,US,2021-09-26 13:34:11,28.017,-97.5169,78.82,60,7,5.23
351,Neiafu,TO,2021-09-26 13:34:11,-18.65,-173.9833,65.08,94,20,0.0
352,Castrillon,ES,2021-09-26 13:34:11,43.3979,-6.7922,70.21,42,100,6.29
353,Metro,ID,2021-09-26 13:34:12,-5.1131,105.3067,76.84,85,67,4.63
354,Wangqing,CN,2021-09-26 13:34:12,43.3218,129.7634,61.56,90,99,3.58
355,Beyneu,KZ,2021-09-26 13:34:13,45.3167,55.2,64.6,53,96,20.29
356,Kostomuksha,RU,2021-09-26 13:34:13,64.571,30.5767,48.76,82,84,3.33
357,Husavik,IS,2021-09-26 13:34:13,66.0449,-17.3389,40.91,98,100,28.1
358,Kalmar,SE,2021-09-26 13:34:14,56.6616,16.3616,63.97,67,0,5.75
359,Calvinia,ZA,2021-09-26 13:34:14,-31.4707,19.776,85.59,12,14,10.65
360,Omutninsk,RU,2021-09-26 13:34:14,58.67,52.1932,45.72,88,100,9.24
361,Berlevag,NO,2021-09-26 13:34:15,70.8578,29.0864,48.65,73,100,10.8
362,Camana,PE,2021-09-26 13:34:15,-16.6228,-72.7111,63.52,77,91,7.23
363,San Vicente,AR,2021-09-26 13:34:16,-26.6167,-54.1333,83.93,22,0,2.24
364,Caravelas,BR,2021-09-26 13:34:16,-17.7125,-39.2481,80.78,51,100,9.37
365,Mizan Teferi,ET,2021-09-26 13:34:16,6.9833,35.5833,64.8,95,93,1.25
366,Raton,US,2021-09-26 13:34:17,36.9034,-104.4391,64.63,78,1,6.91
367,Eagle,US,2021-09-26 13:30:35,43.6954,-116.354,65.25,43,1,6.91
368,Sandy Bay,AU,2021-09-26 13:34:17,-42.913,147.3532,44.1,85,20,9.22
369,Port Hedland,AU,2021-09-26 13:34:18,-20.3167,118.5667,73.45,78,4,10.36
370,Hastings,GB,2021-09-26 13:34:18,50.8552,0.5729,70.18,89,100,13.78
371,Nhulunbuy,AU,2021-09-26 13:34:19,-12.2333,136.7667,79.41,83,56,8.05
372,Zachary,US,2021-09-26 13:31:15,30.6485,-91.1565,67.78,88,1,0.0
373,Manuk Mangkaw,PH,2021-09-26 13:34:19,4.8,119.85,83.97,69,71,5.06
374,Tandil,AR,2021-09-26 13:30:01,-37.3217,-59.1332,62.89,57,0,11.14
375,Berbera,SO,2021-09-26 13:34:20,10.4396,45.0143,92.44,51,55,4.34
376,Warrnambool,AU,2021-09-26 13:34:20,-38.3833,142.4833,45.81,82,2,11.12
377,Boende,CD,2021-09-26 13:34:21,-0.2167,20.8667,83.88,60,96,1.88
378,Hualmay,PE,2021-09-26 13:34:21,-11.0964,-77.6139,64.0,80,67,7.74
379,Cayenne,GF,2021-09-26 13:34:21,4.9333,-52.3333,89.64,73,75,4.0
380,Lavrentiya,RU,2021-09-26 13:34:22,65.5833,-171.0,31.06,79,100,6.64
381,Gizo,SB,2021-09-26 13:34:22,-8.103,156.8419,81.3,78,65,5.08
382,Sidi Ali,DZ,2021-09-26 13:34:23,36.0998,0.4206,75.56,54,100,8.32
383,Savannah Bight,HN,2021-09-26 13:34:23,16.45,-85.85,84.0,74,100,7.92
384,Grajau,BR,2021-09-26 13:34:23,-5.8194,-46.1386,96.53,32,9,8.19
385,Iralaya,HN,2021-09-26 13:34:24,15.0,-83.2333,80.35,86,100,4.07
386,Dongsheng,CN,2021-09-26 13:34:24,39.8161,109.9776,60.51,28,18,3.51
387,Hasaki,JP,2021-09-26 13:34:24,35.7333,140.8333,66.29,63,90,11.5
388,Lazaro Cardenas,MX,2021-09-26 13:34:25,17.9583,-102.2,78.35,82,99,4.59
389,Bansang,GM,2021-09-26 13:34:25,13.4333,-14.65,93.45,54,100,3.09
390,Belmonte,BR,2021-09-26 13:34:26,-15.8631,-38.8828,70.3,64,82,9.57
391,San Rafael,AR,2021-09-26 13:34:02,-34.6177,-68.3301,56.08,31,2,13.78
392,Salalah,OM,2021-09-26 13:34:26,17.0151,54.0924,84.29,89,20,13.8
393,Teberda,RU,2021-09-26 13:34:27,43.4456,41.7448,49.5,81,28,9.22
394,Nuuk,GL,2021-09-26 13:34:27,64.1835,-51.7216,30.81,64,0,6.91
395,Sanda,JP,2021-09-26 13:32:09,34.8833,135.2333,68.14,100,99,7.47
396,Brownsville,US,2021-09-26 13:33:12,25.9018,-97.4975,75.9,91,1,0.0
397,Madera,US,2021-09-26 13:34:28,37.1666,-119.8343,70.43,53,6,1.95
398,Bundaberg,AU,2021-09-26 13:34:28,-24.85,152.35,69.22,91,75,1.01
399,Geraldton,AU,2021-09-26 13:31:14,-28.7667,114.6,62.13,63,75,10.36
400,Putai,FR,2021-09-26 13:34:29,46.6579,1.9863,72.99,51,100,11.48
401,Puerto Escondido,MX,2021-09-26 13:34:29,15.85,-97.0667,81.64,70,88,2.73
402,Kholtoson,RU,2021-09-26 13:34:29,50.2981,103.3097,30.27,87,96,3.91
403,Boca Do Acre,BR,2021-09-26 13:34:30,-8.7522,-67.3978,92.86,41,9,3.15
404,Otane,NZ,2021-09-26 13:34:30,-39.8833,176.6333,49.01,86,97,4.29
405,Mulanje,MW,2021-09-26 13:34:31,-16.0316,35.5,89.74,24,45,4.12
406,Nicoya,CR,2021-09-26 13:34:32,10.1483,-85.452,76.55,86,69,6.62
407,Nocupetaro,MX,2021-09-26 13:34:33,19.05,-101.15,69.89,89,85,0.83
408,Beringovskiy,RU,2021-09-26 13:34:33,63.05,179.3167,35.92,60,70,5.88
409,Abong Mbang,CM,2021-09-26 13:34:33,3.9833,13.1833,78.39,69,99,3.0
410,Seoul,KR,2021-09-26 13:33:49,37.5683,126.9778,73.0,55,75,10.36
411,Acapulco,MX,2021-09-26 13:31:21,16.8634,-99.8901,79.68,82,100,4.41
412,Chimbarongo,CL,2021-09-26 13:34:34,-34.7,-71.05,52.18,77,100,6.11
413,Talnakh,RU,2021-09-26 13:34:35,69.4865,88.3972,34.52,55,83,4.72
414,Tokur,RU,2021-09-26 13:34:35,53.1333,132.9,44.19,90,97,3.2
415,Fare,PF,2021-09-26 13:34:35,-16.7,-151.0167,78.62,78,6,14.81
416,Wajid,SO,2021-09-26 13:34:36,3.8093,43.2471,90.72,30,100,15.05
417,Agadez,NE,2021-09-26 13:34:36,19.75,10.25,96.3,10,0,12.44
418,Codrington,AU,2021-09-26 13:34:36,-38.2667,141.9667,39.97,91,48,8.86
419,Houma,US,2021-09-26 13:34:37,29.5958,-90.7195,72.0,92,1,4.61
420,Deputatskiy,RU,2021-09-26 13:34:37,69.3,139.9,28.69,86,100,23.76
421,Maneadero,MX,2021-09-26 13:34:38,31.7167,-116.5667,66.09,90,93,1.01
422,Da Nang,VN,2021-09-26 13:34:38,16.0678,108.2208,82.38,78,20,2.3
423,Dubrovka,RU,2021-09-26 13:34:38,53.6907,33.5071,53.58,80,85,15.77
424,Boksitogorsk,RU,2021-09-26 13:34:39,59.474,33.8485,51.6,89,97,7.38
425,Mezhdurechensk,RU,2021-09-26 13:34:39,53.6942,88.0603,34.39,99,100,5.82
426,Ibimirim,BR,2021-09-26 13:34:39,-8.5406,-37.6903,91.17,30,2,13.47
427,Coquimbo,CL,2021-09-26 13:34:40,-29.9533,-71.3436,56.93,82,0,4.61
428,Manadhoo,MV,2021-09-26 13:34:40,5.7667,73.3833,78.03,89,100,22.41
429,Banska Bystrica,SK,2021-09-26 13:34:41,48.5,19.5,71.06,53,71,3.18
430,Batagay-Alyta,RU,2021-09-26 13:34:41,67.8006,130.4114,27.7,89,95,3.47
431,Aksu,CN,2021-09-26 13:34:41,41.1231,80.2644,72.0,22,0,3.58
432,Lorengau,PG,2021-09-26 13:34:42,-2.0226,147.2712,80.85,81,21,8.61
433,Irbil,IQ,2021-09-26 13:34:42,36.1926,44.0106,89.42,12,0,9.22
434,Yulara,AU,2021-09-26 13:34:43,-25.2406,130.9889,75.04,16,100,4.61
435,Rabo De Peixe,PT,2021-09-26 13:34:43,37.8,-25.5833,74.28,95,40,5.75
436,Princeton,US,2021-09-26 13:30:13,25.5384,-80.4089,84.02,89,1,6.91
437,Alice Springs,AU,2021-09-26 13:30:17,-23.7,133.8833,67.55,15,0,8.05
438,Pinkafeld,AT,2021-09-26 13:34:44,47.3667,16.1167,78.24,57,6,3.36
439,Camargo,MX,2021-09-26 13:34:45,27.6667,-105.1667,68.0,68,100,1.23
440,Devgarh,IN,2021-09-26 13:34:45,25.5333,73.9,78.28,75,25,3.89
441,Port Hardy,CA,2021-09-26 13:34:46,50.6996,-127.4199,55.58,88,75,16.11
442,Karratha,AU,2021-09-26 13:34:46,-20.7377,116.8463,74.05,57,0,17.11
443,Wakema,MM,2021-09-26 13:34:47,16.6,95.1833,77.58,89,100,1.54
444,Oranjestad,AW,2021-09-26 13:30:17,12.524,-70.027,87.75,77,40,3.0
445,Alakurtti,RU,2021-09-26 13:34:47,66.9672,30.3491,47.62,83,86,3.65
446,Colomi,BO,2021-09-26 13:34:48,-17.35,-65.8667,61.47,58,25,5.19
447,Arlit,NE,2021-09-26 13:34:48,18.7369,7.3853,102.27,9,5,13.76
448,Liverpool,GB,2021-09-26 13:33:10,53.4106,-2.9779,69.58,73,75,1.01
449,Rudnogorsk,RU,2021-09-26 13:34:49,57.2639,103.7519,33.89,99,100,3.56
450,Klyuchi,RU,2021-09-26 13:34:49,52.2667,79.1667,36.43,55,6,5.95
451,Octeville,FR,2021-09-26 13:34:49,49.6261,-1.6435,68.49,64,75,14.97
452,Cururupu,BR,2021-09-26 13:34:50,-1.8283,-44.8683,85.64,60,85,9.15
453,Cape Canaveral,US,2021-09-26 13:34:50,28.4058,-80.6048,83.05,72,1,9.22
454,Dalton,US,2021-09-26 13:34:50,34.7698,-84.9702,68.18,97,90,1.01
455,Ankazobe,MG,2021-09-26 13:34:51,-18.3167,47.1167,73.81,33,11,14.97
456,Bol,TD,2021-09-26 13:34:51,13.4586,14.7147,82.35,60,0,10.04
457,Tommot,RU,2021-09-26 13:34:52,58.9564,126.2925,40.82,71,100,9.26
458,Paamiut,GL,2021-09-26 13:34:52,61.994,-49.6678,34.43,48,6,6.4
459,Carinhanha,BR,2021-09-26 13:34:52,-14.3047,-43.765,88.5,31,100,4.85
460,Palu,ID,2021-09-26 13:34:53,-0.8917,119.8707,76.6,96,59,2.17
461,Matara,LK,2021-09-26 13:34:53,5.9485,80.5353,79.05,87,99,15.99
462,Soria,ES,2021-09-26 13:34:54,41.6667,-2.6667,67.01,46,91,9.66
463,Slantsy,RU,2021-09-26 13:34:54,59.1182,28.0914,52.47,71,30,8.43
464,Loikaw,MM,2021-09-26 13:34:54,19.6742,97.2094,68.0,98,100,0.69
465,Tucurui,BR,2021-09-26 13:34:55,-3.7661,-49.6725,93.25,42,100,5.44
466,Murray Bridge,AU,2021-09-26 13:34:55,-35.1167,139.2667,59.49,54,80,6.93
467,Kaohsiung,TW,2021-09-26 13:34:55,22.6163,120.3133,85.03,80,40,1.01
468,Ambilobe,MG,2021-09-26 13:34:56,-13.2,49.05,83.64,48,87,4.43
469,Kalga,RU,2021-09-26 13:34:56,50.9251,118.898,46.08,91,69,6.98
470,Half Moon Bay,US,2021-09-26 13:34:57,37.4636,-122.4286,60.82,84,90,0.0
471,Meiganga,CM,2021-09-26 13:34:57,6.5167,14.3,82.33,57,18,4.34
472,Roma,US,2021-09-26 13:34:57,43.2128,-75.4557,61.83,85,40,3.44
473,Yumen,CN,2021-09-26 13:34:58,40.2833,97.2,63.0,24,0,7.31
474,Portland,US,2021-09-26 13:30:35,45.5234,-122.6762,59.74,83,90,1.01
475,Joshimath,IN,2021-09-26 13:34:59,30.5667,79.5667,68.43,92,71,1.61
476,Port Lincoln,AU,2021-09-26 13:34:59,-34.7333,135.8667,56.5,78,95,13.69
477,El Sauzal,MX,2021-09-26 13:34:59,31.9,-116.6833,65.41,90,87,4.54
478,Castres,FR,2021-09-26 13:35:00,43.5833,2.1667,78.67,64,20,4.61
479,Alofi,NU,2021-09-26 13:35:00,-19.0595,-169.9187,62.49,100,55,0.0
480,Namibe,AO,2021-09-26 13:35:01,-15.1961,12.1522,74.03,68,75,12.66
481,Port Moresby,PG,2021-09-26 13:35:01,-9.4431,147.1797,78.22,89,20,9.22
482,Tasiilaq,GL,2021-09-26 13:35:01,65.6145,-37.6368,39.36,73,54,3.42
483,Hearst,CA,2021-09-26 13:35:03,49.6835,-83.6665,44.85,88,100,5.59
484,Maragogi,BR,2021-09-26 13:35:03,-9.0122,-35.2225,81.0,74,24,13.85
485,Iskateley,RU,2021-09-26 13:35:04,67.6803,53.1512,41.54,90,100,13.87
486,Huarmey,PE,2021-09-26 13:35:04,-10.0681,-78.1522,65.43,81,87,6.85
487,Kaeo,NZ,2021-09-26 13:35:05,-35.1,173.7833,54.32,89,92,4.27
488,Port Blair,IN,2021-09-26 13:35:05,11.6667,92.75,78.82,89,100,14.03
489,Gat,IL,2021-09-26 13:31:00,31.61,34.7642,95.4,38,42,14.83
490,Manokwari,ID,2021-09-26 13:35:06,-0.8667,134.0833,79.86,78,7,2.95
491,Khandyga,RU,2021-09-26 13:35:06,62.6667,135.6,33.8,93,7,4.16
492,Tias,ES,2021-09-26 13:35:07,28.9611,-13.645,76.75,78,20,19.57
493,Byron Bay,AU,2021-09-26 13:35:07,-28.65,153.6167,60.87,75,100,14.29
494,Roebourne,AU,2021-09-26 13:35:07,-20.7833,117.1333,75.16,51,0,18.05
495,Chaman,PK,2021-09-26 13:35:08,30.9236,66.4512,83.08,12,0,1.03
496,Sabang,ID,2021-09-26 13:35:08,5.8933,95.3214,82.08,77,100,21.81
497,Chicama,PE,2021-09-26 13:35:09,-7.8447,-79.1469,57.74,71,86,5.3
498,Bucerias,MX,2021-09-26 13:34:30,20.75,-105.3333,76.98,94,75,5.75
499,Portalegre,PT,2021-09-26 13:35:09,39.2938,-7.4312,74.93,40,84,5.06
500,Obo,CF,2021-09-26 13:35:10,5.3998,26.4869,75.99,76,93,2.91
501,Kyra,RU,2021-09-26 13:35:10,49.5776,111.9753,36.21,73,3,5.5
502,Hirara,JP,2021-09-26 13:35:10,24.8,125.2833,83.79,78,1,14.94
503,Charlestown,AU,2021-09-26 13:35:11,-32.95,151.6667,56.73,84,55,1.99
504,Tyukalinsk,RU,2021-09-26 13:35:11,55.8732,72.1967,35.91,70,6,8.68
505,Daru,PG,2021-09-26 13:35:11,-9.0763,143.2092,77.5,92,94,13.53
506,Salisbury,GB,2021-09-26 13:35:12,51.0693,-1.7957,74.46,63,75,13.8
507,Canchungo,GW,2021-09-26 13:35:12,12.0672,-16.0333,91.47,54,98,2.71
508,Pangnirtung,CA,2021-09-26 13:35:13,66.1451,-65.7125,34.52,60,21,0.98
509,Jacareacanga,BR,2021-09-26 13:35:13,-6.2222,-57.7528,92.39,43,20,3.22
510,Muroto,JP,2021-09-26 13:35:13,33.2833,134.15,73.33,84,84,25.37
511,Ancud,CL,2021-09-26 13:35:14,-41.8697,-73.8203,44.13,64,6,1.66
512,Valparaiso,CL,2021-09-26 13:34:37,-33.0393,-71.6273,61.03,71,0,8.05
513,Kopervik,NO,2021-09-26 13:35:14,59.2835,5.3067,63.91,67,75,18.41
514,Burnie,AU,2021-09-26 13:35:15,-41.0667,145.9167,43.36,86,20,3.2
515,Skelleftea,SE,2021-09-26 13:35:15,64.7507,20.9528,57.56,54,0,9.22
516,Kisangani,CD,2021-09-26 13:35:16,0.5167,25.2,72.66,84,99,3.44
517,Jiayuguan,CN,2021-09-26 13:35:16,39.8167,98.3,61.99,30,0,8.41
518,Mount Gambier,AU,2021-09-26 13:35:16,-37.8333,140.7667,44.51,87,85,5.75
519,Berdigestyakh,RU,2021-09-26 13:35:17,62.0989,126.6992,31.1,92,94,5.08
520,Yar-Sale,RU,2021-09-26 13:35:17,66.8333,70.8333,35.02,80,17,8.01
521,Qaqortoq,GL,2021-09-26 13:35:18,60.7167,-46.0333,36.1,42,0,5.01
522,Jackson,US,2021-09-26 13:35:08,42.4165,-122.8345,54.05,72,1,4.61
523,Padang,ID,2021-09-26 13:35:18,-0.9492,100.3543,77.02,95,100,2.42
524,Buala,SB,2021-09-26 13:35:19,-8.145,159.5921,80.13,80,48,4.47
525,San Cristobal,VE,2021-09-26 13:35:19,7.7669,-72.225,78.98,54,30,5.97
526,Talcahuano,CL,2021-09-26 13:30:20,-36.7167,-73.1167,49.68,66,0,5.75
527,Nyurba,RU,2021-09-26 13:35:20,63.2842,118.3319,37.27,68,100,11.21
528,Korla,CN,2021-09-26 13:35:20,41.7597,86.1469,68.25,22,0,6.62
529,Ratnagiri,IN,2021-09-26 13:35:20,16.9833,73.3,79.59,83,72,5.41
530,Kirakira,SB,2021-09-26 13:35:21,-10.4544,161.9205,78.66,86,19,7.65
531,Yarmouth,US,2021-09-26 13:35:21,41.7057,-70.2286,66.34,98,90,17.0
532,Shimoda,JP,2021-09-26 13:35:22,34.6667,138.95,63.1,81,87,12.44
533,Kozhva,RU,2021-09-26 13:35:22,65.1073,57.0459,41.16,55,100,9.53
534,Maturin,VE,2021-09-26 13:35:22,9.75,-63.1767,85.55,66,5,3.8
535,Redmond,US,2021-09-26 13:35:23,47.674,-122.1215,58.15,81,88,3.0
536,Zigong,CN,2021-09-26 13:35:23,29.3416,104.7769,70.43,86,83,7.38
537,Saint Anthony,US,2021-09-26 13:35:23,45.0205,-93.218,58.78,73,1,1.01
538,Karagay,RU,2021-09-26 13:35:24,58.2667,54.9368,47.41,77,100,16.04
539,Rapid Valley,US,2021-09-26 13:35:24,44.0625,-103.1463,75.06,30,1,11.5
540,Flinders,AU,2021-09-26 13:35:24,-34.5833,150.8552,54.21,82,88,1.99
541,Rawson,AR,2021-09-26 13:35:25,-43.3002,-65.1023,52.74,37,4,17.02
542,Lasa,IT,2021-09-26 13:35:25,46.6166,10.7002,67.03,92,100,5.64
543,Santa Cruz De La Palma,ES,2021-09-26 13:35:26,28.6835,-17.7642,78.94,61,75,6.91
544,Kyabe,TD,2021-09-26 13:35:26,9.4515,18.9449,85.8,64,94,2.19
545,Cobija,BO,2021-09-26 13:35:26,-11.0267,-68.7692,82.58,78,20,6.91
546,Havelock,US,2021-09-26 13:33:54,34.8791,-76.9013,68.99,75,1,1.99
547,Maloy,NO,2021-09-26 13:35:27,61.9353,5.1136,68.65,77,100,23.13
548,Vila Do Maio,CV,2021-09-26 13:35:28,15.1333,-23.2167,88.59,75,100,11.79
549,Casper,US,2021-09-26 13:35:28,42.8666,-106.3131,63.5,39,1,10.36
550,Gasa,PS,2021-09-26 13:35:28,31.5,34.4667,91.89,50,59,15.55
551,San Juan Del Sur,NI,2021-09-26 13:35:29,11.2529,-85.8705,80.82,83,20,0.0
552,Bilibino,RU,2021-09-26 13:35:29,68.0546,166.4372,25.68,98,100,7.78
553,Asau,RO,2021-09-26 13:35:30,46.4333,26.4,74.75,46,4,2.82
554,Otavi,NA,2021-09-26 13:35:30,-19.65,17.3333,91.69,7,0,10.45
555,Cairns,AU,2021-09-26 13:35:31,-16.9167,145.7667,73.35,86,54,5.75
556,Fortuna,US,2021-09-26 13:35:31,40.5982,-124.1573,55.92,67,90,0.0
557,Blackwater,AU,2021-09-26 13:35:31,-23.5833,148.8833,65.7,65,80,13.85
558,Newport,GB,2021-09-26 13:31:50,51.5877,-2.9984,72.05,76,95,13.82
559,Havre-Saint-Pierre,CA,2021-09-26 13:35:32,50.2334,-63.5986,55.76,94,90,9.22
560,Holme,DK,2021-09-26 13:35:32,56.1138,10.1725,66.06,80,100,8.77
561,Vostok,RU,2021-09-26 13:35:33,46.4856,135.8833,46.94,89,0,3.83
562,Moranbah,AU,2021-09-26 13:35:33,-22.0016,148.0466,64.35,57,3,6.02
563,Honningsvag,NO,2021-09-26 13:35:34,70.9821,25.9704,48.43,75,100,13.58
564,Chateauroux,FR,2021-09-26 13:35:34,46.8167,1.7,71.6,60,75,17.27
565,Egvekinot,RU,2021-09-26 13:35:34,66.3167,-179.1667,20.05,78,29,5.97
