City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Mastic Beach,US,40.7668,-72.8521,62.4,80,1,1.99,clear sky
347,Anloga,GH,5.7947,0.8973,79.02,85,100,7.02,light rain
348,Saint-Leu,RE,-21.15,55.2833,68.83,70,9,2.42,clear sky
349,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,94,0,8.16,clear sky
350,Codrington,AU,-38.2667,141.9667,57.2,84,100,5.79,overcast clouds
351,Russkaya Polyana,UA,49.417,31.9201,45.54,67,3,5.95,clear sky
352,Bilibino,RU,68.0546,166.4372,13.33,85,80,3.56,broken clouds
353,Khargapur,IN,24.823,79.144,78.8,78,4,4.07,clear sky
354,Valleyview,CA,55.0667,-117.2859,46.44,46,32,4.61,scattered clouds
355,Buin,CL,-33.7333,-70.75,59.74,65,99,3.2,overcast clouds
356,Bulancak,TR,40.9372,38.2291,58.82,77,75,0.0,broken clouds
357,Cururupu,BR,-1.8283,-44.8683,75.09,92,86,2.8,overcast clouds
358,Birjand,IR,32.8663,59.2211,57.67,30,0,4.61,clear sky
359,Listvyanka,RU,51.8535,104.8693,36.9,94,100,16.37,light rain
360,Sawakin,SD,19.1059,37.3321,84.74,60,90,7.81,overcast clouds
361,Lerik,AZ,38.7726,48.4128,47.17,98,100,2.89,overcast clouds
362,Port Lincoln,AU,-34.7333,135.8667,61.72,71,49,18.84,scattered clouds
363,Nalut,LY,30.3333,10.85,67.8,52,0,9.42,clear sky
364,Maarianhamina,AX,60.0973,19.9348,53.46,87,0,18.41,clear sky
365,Lavrentiya,RU,65.5833,-171.0,29.19,71,28,14.45,scattered clouds
366,Adrar,MR,20.5022,-10.0711,88.66,23,16,3.24,few clouds
367,Sobolevo,RU,54.4299,31.8996,38.62,92,23,5.82,few clouds
368,Blarney,IE,51.9333,-8.5667,52.25,93,75,9.22,broken clouds
369,Qena,EG,26.1615,32.7183,73.51,42,0,7.61,clear sky
370,Missoula,US,47.0166,-113.8009,49.55,66,2,3.76,clear sky
371,Pochutla,MX,15.7432,-96.4661,80.82,88,99,2.77,overcast clouds
372,Nizwa,OM,22.9333,57.5333,81.79,56,100,4.54,overcast clouds
373,Muros,ES,42.7762,-9.0603,66.7,94,100,8.55,overcast clouds
374,Belmonte,BR,-15.8631,-38.8828,77.5,88,5,8.97,clear sky
375,Ostrovnoy,RU,68.0531,39.5131,40.37,78,37,12.5,scattered clouds
376,Avera,US,33.194,-82.5271,73.67,61,99,5.79,overcast clouds
377,Alice Springs,AU,-23.7,133.8833,89.15,10,0,18.41,clear sky
378,San Quintin,MX,30.4833,-115.95,71.67,68,0,4.25,clear sky
379,Pacific Grove,US,36.6177,-121.9166,77.25,85,1,5.01,clear sky
380,Mahebourg,MU,-20.4081,57.7,72.25,78,75,11.5,broken clouds
381,Reconquista,AR,-29.15,-59.65,62.87,66,1,6.87,clear sky
382,Bara,NG,10.3744,10.7288,73.15,94,99,6.69,overcast clouds
383,Aranos,NA,-24.1333,19.1167,47.12,47,1,9.26,clear sky
384,Matamoros,MX,25.5333,-103.25,86.11,35,75,3.44,broken clouds
385,Conceicao Das Alagoas,BR,-19.9147,-48.3883,67.78,72,100,12.17,light rain
386,Morant Bay,JM,17.8815,-76.4093,80.22,80,13,7.16,few clouds
387,Micheweni,TZ,-4.9667,39.8333,74.52,83,76,9.28,broken clouds
388,Kyren,RU,51.6828,102.1408,37.17,89,100,2.86,overcast clouds
389,Puqi,CN,29.7167,113.8833,85.03,51,31,3.65,scattered clouds
390,Crotone,IT,39.0851,17.1178,68.49,68,0,5.86,clear sky
391,Nyurba,RU,63.2842,118.3319,36.7,48,72,3.56,broken clouds
392,Dwarka,IN,22.2394,68.9678,81.1,85,27,12.93,scattered clouds
393,Zheleznodorozhnyy,RU,55.7503,38.0042,40.55,83,15,0.76,few clouds
394,Aras,ES,42.5617,-2.356,54.72,96,0,0.0,clear sky
395,Chapais,CA,49.7834,-74.8492,44.38,73,100,4.38,overcast clouds
396,Broken Hill,AU,-31.95,141.4333,65.91,42,14,5.75,few clouds
397,Hay River,CA,60.8156,-115.7999,53.58,54,75,12.66,broken clouds
398,Drayton Valley,CA,53.2168,-114.9854,50.92,49,66,7.4,broken clouds
399,Saint Simons,US,31.1352,-81.3901,80.02,88,1,10.36,clear sky
400,Antofagasta,CL,-23.65,-70.4,58.28,78,47,6.06,scattered clouds
401,Archidona,ES,37.0965,-4.3887,62.58,56,97,1.88,overcast clouds
402,Yeniseysk,RU,58.4497,92.1703,36.16,98,100,4.27,overcast clouds
403,Mangai,CD,-4.05,19.5333,69.57,94,81,2.26,light rain
404,Benguela,AO,-12.5763,13.4055,68.58,83,45,0.74,scattered clouds
405,Lata,PT,40.1629,-8.3327,63.81,98,80,1.77,broken clouds
406,Abu Dhabi,AE,24.4667,54.3667,86.02,89,100,0.0,overcast clouds
407,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.46,84,49,0.81,scattered clouds
408,Limbang,MY,4.75,115.0,82.51,97,100,4.85,overcast clouds
409,Kirakira,SB,-10.4544,161.9205,83.59,74,100,2.62,overcast clouds
410,Moose Factory,CA,51.2585,-80.6094,50.0,93,90,10.36,overcast clouds
411,Coihaique,CL,-45.5752,-72.0662,37.35,93,90,1.14,light rain
412,Kota Bahru,MY,6.1333,102.2386,80.6,78,20,5.75,few clouds
413,Cumana,VE,10.4635,-64.1775,91.49,83,71,7.83,broken clouds
414,Daru,PG,-9.0763,143.2092,83.17,72,70,6.76,broken clouds
415,Leh,IN,34.1667,77.5833,52.02,61,6,5.64,clear sky
416,Ambon,ID,-3.6954,128.1814,84.34,89,40,8.05,scattered clouds
417,Atbasar,KZ,51.8,68.3333,31.51,83,18,6.49,few clouds
418,Mount Isa,AU,-20.7333,139.5,87.57,11,3,6.91,clear sky
419,Kyra,RU,49.5776,111.9753,34.27,77,100,4.14,light rain
420,Thessalon,CA,46.2501,-83.5666,63.09,89,100,6.33,overcast clouds
421,Fort Nelson,CA,58.8053,-122.7002,49.59,46,75,3.44,broken clouds
422,Piacabucu,BR,-10.4056,-36.4344,75.85,85,1,10.49,clear sky
423,Sept-Iles,CA,50.2001,-66.3821,50.05,87,90,4.0,overcast clouds
424,Birao,CF,10.2849,22.7882,72.61,85,100,5.23,overcast clouds
425,Egersund,NO,58.4513,5.9997,53.82,79,39,10.07,scattered clouds
426,Meulaboh,ID,4.1363,96.1285,81.27,68,89,1.63,overcast clouds
427,Muskogee,US,35.5834,-95.3336,72.52,89,1,0.0,clear sky
428,Maridi,SS,4.9158,29.4742,67.82,96,100,3.65,overcast clouds
429,Russell,US,32.3502,-85.1999,74.8,89,1,0.0,mist
430,Saint-Pierre,RE,-21.3393,55.4781,69.44,66,0,6.91,clear sky
431,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,83,0,13.8,clear sky
432,Huarmey,PE,-10.0681,-78.1522,63.39,84,81,10.51,broken clouds
433,Baturyn,UA,51.3457,32.8779,41.38,77,6,6.89,clear sky
434,Parambu,BR,-6.2111,-40.6944,81.75,39,81,6.98,broken clouds
435,Kargasok,RU,59.0556,80.8572,33.3,86,100,8.25,overcast clouds
436,Alyangula,AU,-13.8483,136.4192,85.87,62,40,11.5,scattered clouds
437,Mahenge,TZ,-8.6833,36.7167,58.82,92,36,1.61,scattered clouds
438,Faranah,GN,10.0404,-10.7434,69.51,98,57,1.43,light rain
439,Saurimo,AO,-9.6608,20.3916,66.0,95,100,4.63,light rain
440,Aksarka,RU,66.5606,67.7975,32.65,88,100,11.9,overcast clouds
441,Sukhumi,GE,43.0033,41.0153,55.49,82,8,4.99,clear sky
442,Marawi,PH,7.9986,124.2928,75.65,65,51,2.28,broken clouds
443,Ewo,CG,-0.8725,14.8206,70.57,94,100,4.56,overcast clouds
444,Renala Khurd,PK,30.8833,73.6,86.31,59,10,3.62,clear sky
445,Mao,ES,39.8885,4.2658,68.56,88,75,3.44,broken clouds
446,Ocos,GT,14.5094,-92.1933,82.31,76,4,1.48,clear sky
447,Qiongshan,CN,20.0058,110.3542,85.98,66,20,4.47,few clouds
448,Namatanai,PG,-3.6667,152.4333,84.45,67,93,4.14,overcast clouds
449,Muisne,EC,0.6,-80.0333,74.53,85,95,4.36,overcast clouds
450,Atherton,GB,53.5237,-2.4935,49.55,89,100,4.0,overcast clouds
451,Teya,RU,60.3778,92.6267,36.81,81,99,4.94,overcast clouds
452,Moron,AR,-34.6534,-58.6198,63.99,71,0,4.27,clear sky
453,Nola,IT,40.922,14.5329,71.55,63,0,3.6,clear sky
454,Gorontalo,ID,0.5412,123.0595,86.67,68,100,3.98,overcast clouds
455,Sicamous,CA,50.8331,-118.9856,55.11,68,67,3.47,broken clouds
456,Black River,JM,18.0264,-77.8487,80.6,82,99,4.83,overcast clouds
457,Orasac,BA,44.6289,16.0711,48.02,95,6,0.51,clear sky
458,Campeche,MX,19.0,-90.5,81.43,69,100,2.15,overcast clouds
459,Haines Junction,CA,60.7522,-137.5108,37.35,93,100,0.0,overcast clouds
460,Port Blair,IN,11.6667,92.75,82.65,78,99,10.96,overcast clouds
461,Yate,GB,51.5407,-2.4184,52.05,83,100,3.0,overcast clouds
462,Mugur-Aksy,RU,50.35,90.5,24.13,62,59,2.37,broken clouds
463,Margate,GB,51.3813,1.3862,49.69,87,71,9.93,broken clouds
464,Aklavik,CA,68.2191,-135.0107,36.32,100,100,2.35,overcast clouds
465,Leningradskiy,RU,69.3833,178.4167,16.09,86,12,4.9,few clouds
466,Aksay,RU,47.26,39.87,48.25,37,6,11.01,clear sky
467,Obihiro,JP,42.9172,143.2044,62.01,75,83,0.56,broken clouds
468,Itoman,JP,26.1247,127.6694,86.77,62,20,17.27,few clouds
469,Garland,US,32.9126,-96.6389,74.08,94,90,3.44,overcast clouds
470,Severnoye,RU,56.3491,78.3619,33.98,87,99,10.25,overcast clouds
471,Rocha,UY,-34.4833,-54.3333,47.5,88,0,2.26,clear sky
472,Colares,PT,38.7992,-9.4469,66.33,77,96,8.99,overcast clouds
473,Boa Vista,BR,2.8197,-60.6733,82.38,74,40,4.61,scattered clouds
474,Salym,RU,60.0625,71.4789,32.68,96,100,8.7,light snow
475,Murgab,TM,37.4966,61.9714,49.87,57,0,4.61,clear sky
476,Bengbu,CN,32.9408,117.3608,85.35,53,8,7.58,light rain
477,Donskoye,RU,45.4552,41.9741,50.68,77,100,17.54,overcast clouds
478,Rantepao,ID,-2.9701,119.8978,82.74,58,89,4.23,overcast clouds
479,Bay Saint Louis,US,30.3088,-89.33,79.07,88,40,0.0,scattered clouds
480,Aviles,ES,43.5547,-5.9248,63.73,96,0,1.99,clear sky
481,Rameswaram,IN,9.2833,79.3,80.38,81,100,8.41,overcast clouds
482,Roald,NO,62.5833,6.1333,55.54,54,75,11.5,broken clouds
483,Santa Maria,BR,-29.6842,-53.8069,60.1,94,40,3.44,scattered clouds
484,Fos-Sur-Mer,FR,43.4377,4.9446,66.85,94,93,2.3,overcast clouds
485,Nadym,RU,65.5333,72.5167,31.77,88,98,12.55,overcast clouds
486,Latung,PH,5.5,120.8833,83.19,71,96,1.28,overcast clouds
487,Dudinka,RU,69.4058,86.1778,22.89,94,62,12.73,broken clouds
488,Kalabo,ZM,-14.97,22.6814,72.14,52,80,3.33,broken clouds
489,Monrovia,LR,6.3005,-10.7969,76.77,87,100,8.32,moderate rain
490,Lorengau,PG,-2.0226,147.2712,84.58,66,79,4.47,broken clouds
491,Jitra,MY,6.2681,100.4217,82.29,83,20,1.99,few clouds
492,Penzance,GB,50.1186,-5.5371,57.88,76,100,22.88,overcast clouds
493,Mangrol,IN,21.1167,70.1167,81.23,81,91,8.14,overcast clouds
494,Svatove,UA,49.4103,38.1503,42.1,67,7,6.04,clear sky
495,Winnemucca,US,40.973,-117.7357,64.45,15,1,0.0,clear sky
496,Firminy,FR,45.3873,4.2907,59.02,62,0,3.44,clear sky
497,Mount Pleasant,US,32.7941,-79.8626,75.0,85,1,1.99,clear sky
498,Mocuba,MZ,-16.8392,36.9856,68.49,89,24,3.04,few clouds
499,Shingu,JP,33.7333,135.9833,79.79,41,0,4.61,clear sky
500,Rabo De Peixe,PT,37.8,-25.5833,71.11,91,40,6.91,scattered clouds
501,Osoyoos,CA,49.0331,-119.4524,53.19,71,45,1.14,scattered clouds
502,Olbia,IT,40.9214,9.4856,60.85,94,0,1.14,clear sky
503,Camopi,GF,3.1655,-52.3158,71.47,97,39,2.06,scattered clouds
504,Aberystwyth,GB,52.4155,-4.0829,49.66,88,100,13.38,overcast clouds
505,Tahta,EG,26.7693,31.5021,75.52,61,0,12.21,clear sky
506,Hatton,LK,6.8916,80.5955,68.04,73,94,2.08,overcast clouds
507,Nador,MA,35.174,-2.9287,62.85,94,40,4.61,scattered clouds
508,Ilawa,PL,53.596,19.5685,45.79,91,83,10.29,broken clouds
509,San Lazaro,BZ,18.0387,-88.6622,75.33,92,6,4.76,clear sky
510,Balesti,RO,45.0167,23.2167,44.71,65,5,3.36,clear sky
511,Villeneuve-Sur-Lot,FR,44.5,0.6667,57.15,90,80,4.97,broken clouds
512,Glomfjord,NO,66.8167,13.9667,53.87,89,100,10.36,overcast clouds
513,Naantali,FI,60.4674,22.0243,51.12,93,75,8.05,broken clouds
514,Lyaskelya,RU,61.7667,31.0167,47.39,91,100,4.72,overcast clouds
515,Esso,RU,55.9333,158.7,43.68,95,100,1.21,overcast clouds
516,Bolobo,CD,-2.1667,16.2333,71.28,89,87,2.01,overcast clouds
517,Agidel,RU,55.9077,53.9355,45.32,94,100,5.35,light rain
518,Soyo,AO,-6.1349,12.3689,75.31,86,99,8.05,overcast clouds
519,Falam,MM,22.9167,93.6833,68.61,93,78,2.01,broken clouds
520,Amravati,IN,20.9333,77.75,80.13,81,97,2.53,overcast clouds
521,Batagay,RU,67.6333,134.6333,30.65,42,0,3.85,clear sky
522,Gisborne,NZ,-38.6533,178.0042,60.94,62,31,4.68,scattered clouds
523,General Salgado,BR,-20.6483,-50.3606,68.81,89,98,10.4,overcast clouds
524,Brisbane,AU,-27.4679,153.0281,84.16,47,0,3.0,clear sky
525,Tarko-Sale,RU,64.9225,77.785,29.82,94,100,17.9,light snow
526,Mollendo,PE,-17.0231,-72.0147,62.17,86,44,8.61,scattered clouds
527,Miandrivazo,MG,-19.5167,45.4667,76.96,68,10,0.65,clear sky
528,Te Anau,NZ,-45.4167,167.7167,53.98,67,98,5.12,overcast clouds
529,Kavaratti,IN,10.5669,72.642,77.68,83,100,6.8,overcast clouds
530,Umarga,IN,17.8333,76.6167,79.09,76,17,5.93,few clouds
531,Tateyama,JP,34.9833,139.8667,83.14,79,77,7.07,broken clouds
532,Dandong,CN,40.1292,124.3947,66.63,53,4,3.02,clear sky
533,Khani,GE,41.9563,42.9566,47.77,88,9,5.3,clear sky
534,Townsville,AU,-19.25,146.8,88.68,48,5,10.36,clear sky
535,Pedregal,PA,8.3667,-82.4333,78.24,85,100,1.48,overcast clouds
536,Elbistan,TR,38.2059,37.1983,54.14,41,0,2.15,clear sky
537,Deputatskiy,RU,69.3,139.9,21.22,57,1,3.09,clear sky
538,Inhambane,MZ,-23.865,35.3833,69.82,86,3,11.14,clear sky
539,Coahuayana,MX,18.7333,-103.6833,78.28,89,100,2.04,overcast clouds
540,Bell Ville,AR,-32.6259,-62.6887,53.67,40,0,8.97,clear sky
541,Minab,IR,27.1467,57.0801,81.9,70,77,3.83,broken clouds
542,Dong Hoi,VN,17.4833,106.6,85.6,73,38,6.62,scattered clouds
543,Takoradi,GH,4.8845,-1.7554,75.87,89,100,3.87,overcast clouds
544,Banikoara,BJ,11.2985,2.4386,73.87,89,81,5.08,broken clouds
545,Ulaanbaatar,MN,47.9077,106.8832,42.93,65,75,6.71,broken clouds
546,Millau,FR,44.0833,2.9167,50.4,84,14,2.51,few clouds
547,Chicama,PE,-7.8447,-79.1469,59.54,84,93,6.26,overcast clouds
548,Quang Ngai,VN,15.1167,108.8,85.95,68,85,2.84,overcast clouds
549,Labuhan,ID,-6.8844,112.2051,85.55,58,100,1.43,overcast clouds
550,Gudalur,IN,9.6833,77.2667,73.72,94,100,3.29,overcast clouds
551,Caramay,PH,10.1815,119.236,85.17,71,84,0.72,broken clouds
552,Cedar City,US,37.6775,-113.0619,61.77,27,1,3.44,clear sky
553,Gorele,TR,41.0308,39.0031,60.24,87,100,2.19,overcast clouds
554,Mandalgovi,MN,45.7625,106.2708,48.97,43,21,19.84,few clouds
555,Edd,ER,13.9297,41.6925,86.07,73,100,4.94,overcast clouds
556,Touros,BR,-5.1989,-35.4608,77.9,85,9,12.62,clear sky
557,Cockburn Town,TC,21.4612,-71.1419,83.1,73,85,15.61,overcast clouds
558,Xichang,CN,27.8964,102.2634,74.7,69,10,2.55,clear sky
559,Bitung,ID,1.4451,125.1824,88.65,71,98,7.54,overcast clouds
560,Pedernales,DO,18.0384,-71.744,80.51,71,3,2.91,clear sky
561,Naze,JP,28.3667,129.4833,81.52,61,0,12.53,clear sky
562,Ballina,AU,-28.8667,153.5667,80.78,43,75,11.5,broken clouds
563,Perpignan,FR,42.75,2.75,64.0,77,0,0.0,clear sky
564,Gushikawa,JP,26.3544,127.8686,86.0,59,1,16.11,clear sky
565,Natal,BR,-5.795,-35.2094,79.02,89,20,8.05,few clouds
566,Gillette,US,44.2911,-105.5022,56.95,40,1,4.61,clear sky
567,Kayerkan,RU,69.3497,87.7602,26.29,95,92,7.61,overcast clouds
568,Roma,US,43.2128,-75.4557,51.84,92,1,0.0,clear sky
569,Isangel,VU,-19.55,169.2667,75.31,100,90,5.75,moderate rain
570,Omboue,GA,-1.5746,9.2618,74.97,89,100,4.52,overcast clouds
571,Juba,SS,4.8517,31.5825,71.2,94,100,2.89,overcast clouds
572,Shelburne,CA,44.0787,-80.2041,57.76,81,79,11.07,broken clouds
573,Havre,FR,49.5833,0.3333,55.17,82,0,5.75,clear sky
574,Nara,JP,34.6851,135.8049,82.49,33,0,5.06,clear sky
575,Severodvinsk,RU,64.5635,39.8302,39.31,71,100,4.65,overcast clouds
576,Yar-Sale,RU,66.8333,70.8333,30.96,86,98,14.94,overcast clouds
577,Ngunguru,NZ,-35.6167,174.5,59.61,67,0,11.83,clear sky
578,Arandis,NA,-22.4167,14.9667,44.47,80,0,1.48,clear sky
579,Benicarlo,ES,40.4165,0.4271,68.9,81,5,3.89,clear sky
580,Crixas,BR,-14.5489,-49.9692,81.14,51,41,2.64,scattered clouds
581,Merauke,ID,-8.4667,140.3333,82.99,73,41,12.01,scattered clouds
582,Kerema,PG,-7.9631,145.7785,82.54,79,88,8.72,overcast clouds
583,Zarate,AR,-34.0981,-59.0286,58.95,67,0,4.68,clear sky
584,Tharad,IN,24.3961,71.6267,84.16,73,9,6.98,clear sky
585,Faya,SA,18.3851,42.4509,60.91,47,77,4.14,broken clouds
586,Sylva,RU,58.0348,56.7635,36.77,85,100,3.11,overcast clouds
587,Beringovskiy,RU,63.05,179.3167,28.11,66,2,1.14,clear sky
588,Biryusinsk,RU,55.9634,97.8235,41.79,64,96,11.21,overcast clouds
589,Kiruna,SE,67.8557,20.2251,43.72,93,90,10.36,mist
590,Antonina,BR,-25.4286,-48.7119,69.73,93,95,3.09,overcast clouds
591,Plettenberg Bay,ZA,-34.0527,23.3716,56.05,86,95,11.43,overcast clouds
592,Arcata,US,40.8665,-124.0828,56.93,74,1,4.61,mist
593,Khvastovichi,RU,53.4694,35.0941,37.54,91,25,3.83,scattered clouds
594,Marsh Harbour,BS,26.5412,-77.0636,80.98,71,37,18.77,scattered clouds
595,Cabedelo,BR,-6.9811,-34.8339,77.67,87,24,10.51,few clouds
596,Domoni,KM,-12.2569,44.5319,73.96,83,93,4.34,overcast clouds
597,Whitecourt,CA,54.1502,-115.6855,54.64,35,75,2.3,broken clouds
598,Imeni Poliny Osipenko,RU,52.4201,136.4853,51.57,32,2,5.97,clear sky
599,Corralillo,CU,22.9819,-80.5856,80.2,73,3,12.91,clear sky
600,Dzialdowo,PL,53.2396,20.17,42.57,95,88,8.86,overcast clouds
601,Nyagan,RU,62.1406,65.3936,31.21,86,78,6.38,broken clouds
602,Lethem,GY,3.3803,-59.7968,79.43,67,85,5.53,overcast clouds
603,Tiznit,MA,29.5833,-9.5,77.9,15,0,1.9,clear sky
604,Portland,US,45.5234,-122.6762,62.58,75,1,1.01,clear sky
605,Thai Binh,VN,20.45,106.3333,86.0,61,54,6.62,broken clouds
606,Villa Maria,AR,-32.4075,-63.2402,52.83,64,0,8.5,clear sky
607,Kapit,MY,2.0167,112.9333,74.26,98,100,0.69,overcast clouds
608,Rafaela,AR,-31.2503,-61.4867,60.98,42,0,1.01,clear sky
609,Ilulissat,GL,69.2167,-51.1,28.42,93,20,0.0,few clouds
610,Anadyr,RU,64.75,177.4833,21.7,79,0,6.71,clear sky
611,Artyom,AZ,40.4723,50.333,60.94,54,100,16.28,overcast clouds
612,Neu-Anspach,DE,50.3167,8.5,54.99,79,100,5.32,light rain
613,Tysmenytsya,UA,48.9022,24.8448,46.29,57,99,6.64,overcast clouds
614,Alghero,IT,40.5589,8.3181,67.98,88,20,1.14,few clouds
615,Pytalovo,RU,57.0679,27.9138,39.69,93,29,6.49,scattered clouds
616,Folkestone,GB,51.0833,1.1833,49.71,100,90,7.72,overcast clouds
617,Wanning,CN,18.8003,110.3967,85.64,56,8,3.11,clear sky
618,Savinskiy,RU,62.9342,40.1361,42.13,81,100,2.82,overcast clouds
619,Karla,EE,59.3723,24.9275,48.16,86,90,4.61,overcast clouds
620,Karonga,MW,-9.9333,33.9333,75.6,60,10,6.42,clear sky
621,Borovskoy,KZ,53.8,64.15,34.7,69,99,4.74,overcast clouds
622,Kisangani,CD,0.5167,25.2,69.51,98,100,1.77,overcast clouds
623,Rosarito,MX,32.3333,-117.0333,80.15,48,4,6.53,clear sky
624,Atocha,BO,-20.9333,-66.2333,50.56,25,6,0.72,clear sky
625,Bardiyah,LY,31.7561,25.0865,72.03,61,100,13.94,overcast clouds
626,Thunder Bay,CA,48.4001,-89.3168,64.99,97,90,2.3,overcast clouds
627,Karaton,ID,-6.3424,106.1045,89.89,66,95,3.69,overcast clouds
628,Forbes,AU,-33.3833,148.0167,60.73,77,90,9.55,overcast clouds
629,Mildura,AU,-34.2,142.15,62.56,63,90,8.05,overcast clouds
630,Veraval,IN,20.9,70.3667,81.25,82,76,6.91,broken clouds
631,Goderich,CA,43.7501,-81.7165,64.72,72,100,10.36,overcast clouds
632,Zyryanka,RU,65.75,150.85,32.97,92,100,4.27,overcast clouds
633,Yataity,PY,-26.3667,-56.0667,65.05,99,62,3.49,broken clouds
634,Loja,EC,-3.9931,-79.2042,54.37,95,9,3.18,clear sky
635,Dullewala,PK,31.8359,71.4362,90.73,45,45,7.0,scattered clouds
636,Galveston,US,29.3669,-94.9669,77.97,93,100,8.46,overcast clouds
637,Makakilo City,US,21.3469,-158.0858,82.72,60,1,11.5,clear sky
638,Zhaoqing,CN,23.0512,112.4597,90.81,58,68,4.43,broken clouds
639,Teahupoo,PF,-17.8333,-149.2667,78.76,75,33,19.51,light rain
640,Conde,BR,-7.2597,-34.9075,76.46,94,40,8.05,scattered clouds
641,Shuiji,CN,27.4214,118.345,88.48,53,0,2.48,clear sky
642,Agirish,RU,61.9247,63.0231,31.35,74,94,4.14,overcast clouds
643,Kimberley,ZA,-28.7323,24.7623,51.49,82,2,6.91,clear sky
644,Otane,NZ,-39.8833,176.6333,65.39,49,6,3.49,clear sky
645,Hamilton,US,39.1834,-84.5333,65.25,77,1,0.0,clear sky
646,Wenling,CN,28.3669,121.36,87.91,69,12,7.18,few clouds
647,Saint-Francois,FR,46.4154,3.9054,48.67,100,75,0.0,broken clouds
648,Bavly,RU,54.393,53.2602,45.25,84,100,5.23,overcast clouds
649,Solhan,TR,38.9634,41.0293,55.4,56,0,4.07,clear sky
650,Westerland,DE,54.9079,8.3033,55.42,94,75,9.22,broken clouds
651,Kamenka,RU,51.3223,42.7678,45.48,77,88,2.82,overcast clouds
652,Xuddur,SO,4.1213,43.8894,69.64,85,95,11.52,overcast clouds
653,Okha,RU,53.5739,142.9478,55.99,46,2,8.66,clear sky
654,Povenets,RU,62.8487,34.8262,44.91,90,100,6.33,overcast clouds
655,Hendrina,ZA,-26.1588,29.7153,55.27,80,90,6.11,overcast clouds
656,Port Keats,AU,-14.25,129.55,89.47,51,27,12.06,scattered clouds
657,Karaman,TR,37.0833,33.25,46.83,60,0,4.23,clear sky
658,Balkanabat,TM,39.5108,54.3671,56.97,30,3,16.02,clear sky
659,Panaba,MX,21.2833,-88.2667,76.75,84,12,8.12,few clouds
660,Gunib,RU,42.3876,46.9651,42.91,93,86,2.04,overcast clouds
661,Koryazhma,RU,61.3143,47.1691,43.83,97,100,4.25,light rain
662,Kormilovka,RU,55.0026,74.1028,33.55,85,100,11.14,overcast clouds
663,Vicuna,CL,-30.0319,-70.7081,61.77,49,0,0.96,clear sky
664,Narsaq,GL,60.9167,-46.05,32.22,46,1,3.94,clear sky
665,Port Augusta,AU,-32.5,137.7667,75.7,22,37,14.63,scattered clouds
666,Marfino,RU,55.7028,37.3822,40.28,94,75,2.24,broken clouds
667,Savannah Bight,HN,16.45,-85.85,82.99,72,55,18.23,broken clouds
668,Ardakan,IR,32.31,54.0175,71.98,27,0,10.45,clear sky
669,Tchaourou,BJ,8.8865,2.5975,71.51,96,88,2.89,overcast clouds
670,Ulaangom,MN,49.9811,92.0667,41.94,29,99,4.18,overcast clouds
671,Nizhniy Ingash,RU,56.2,96.53,40.17,70,93,9.04,overcast clouds
672,Marshall,US,34.3834,-86.3333,72.12,80,1,3.44,clear sky
673,Katakwi,UG,1.8911,33.9661,64.71,87,100,2.75,overcast clouds
674,San Buenaventura,MX,27.0833,-101.5333,74.82,75,83,1.23,broken clouds
675,Atar,MR,20.5169,-13.0499,88.21,36,68,2.62,broken clouds
676,Lagunas,PE,-5.2269,-75.6753,79.41,72,65,2.93,broken clouds
677,Argelia,CO,2.2556,-77.2488,66.43,98,99,1.23,light rain
